DOI,order_num,Author
10.3389/frobt.2017.00003,2," Pizarro, Rodrigo"
10.3389/frobt.2016.00074,2," Sanchez-Vives, Maria V."
10.3389/frobt.2016.00043,2," Warren, William H."
10.3389/fpsyg.2020.00035,2," Pfaller, Michael"
10.3389/fpsyg.2019.01330,2," Sahula, Vaclav"
10.3389/fpsyg.2018.02265,2," Grotto, Rosapia Lauro"
10.3389/fpsyg.2018.02086,2," Chicchi Giglioli, Irene Alice"
10.3389/fpsyg.2018.01901,2," Hassebrock, Justin A."
10.3389/fpsyg.2017.02321,2," Litleskare, Sigbjorn"
10.3389/fpsyg.2017.01611,2," Hoffman, Hunter G."
10.3389/fpsyg.2016.01649,2," Zopf, Regine"
10.3389/fpsyg.2016.00268,2," Diemer, Julia E."
10.3389/fpsyg.2015.00713,2," Jordan, JD"
10.3389/fpsyg.2015.00248,2," Chung, CYL"
10.3389/fpsyg.2013.00946,2," Dodds, TJ"
10.3389/fpsyg.2013.00354,2," Llobera, J"
10.3389/fnins.2020.00357,2," Kouzaki, Motoki"
10.3389/fnins.2015.00207,2," Kubler, A"
10.3389/fnhum.2019.00417,2," Collina, Simona"
10.3389/fnhum.2019.00401,2," Herff, Christian"
10.3389/fnhum.2018.00504,2," Nierula, Birgit"
10.3389/fnhum.2018.00420,2," van der Waa, Jasper"
10.3389/fnhum.2017.00477,2," Hatami, Javad"
10.3389/fnhum.2017.00079,2," Ahmed, Imtiaj"
10.3389/fnhum.2013.00580,2," Meilinger, T"
10.3389/fneur.2019.01061,2," Latorre, Jorge"
10.3389/fneur.2018.00067,2," Miller, Alexander"
10.3389/fneur.2018.00048,2," Wang, Xiaoyun"
10.3389/fneur.2015.00164,2," de Waele, C"
10.3389/fnagi.2019.00218,2," Yang, Vincent"
10.3389/fmed.2019.00329,2," Appel, Eva"
10.3389/fmed.2019.00287,2," Jeitziner, Marie-Madlen"
10.3389/fmars.2019.00644,2," Knorlein, Benjamin"
10.3341/jkos.2020.61.2.125,2," Kim, Martha"
10.3332/ecancer.2019.910,2," Bing, Eric G."
10.32604/cmc.2020.09930,2," Kim, SK"
10.3233/wor-2012-0442-2201,2," Alexander, Thomas"
10.3233/VES-190660,2," Vasanthan, Lenny"
10.3233/VES-190650,2," Hujsak, Bryan D."
10.3233/ICA-180586,2," Wang, Yijun"
10.3233/978-1-61499-595-1-3,2," Wiederhold, BK"
10.3130/jaabe.6.57,2," Hashimoto, N"
10.31209/2019.100000149,2," Bukhari, Faisal"
10.31209/2019.100000134,2," Lee, Yang Sun"
10.31209/2019.100000131,2," Lee, Chang-Hee"
10.3109/17483107.2014.889230,2," Joshi, A"
10.3109/10582452.2013.851760,2," Honold, M"
10.3103/S1068335618010049,2," Muravyev, N. V."
10.30773/pi.2019.02.08,2," Kim, Eunjoo"
10.30773/pi.2018.06.28.3,2," Park, Jin Young"
10.24507/ijicic.15.02.591,2," Kawai, Ryuta"
10.2352/J.ImagingSci.Technol.2019.63.6.060409,2," Allison, Robert S."
10.2352/J.ImagingSci.Technol.2017.61.6.060406,2," Glines, Madison"
10.22430/21457778.1213,2," Guarnieri, Griselda"
10.2196/games.6476,2," France, Christopher R."
10.2196/games.5526,2," Bot-Robin, Virginie"
10.2196/13887,2," Ahmadpour, Naseem"
10.2196/11517,2," Boffo, Marilisa"
10.2170/jjphysiol.49.417,2," Kawakita, T"
10.2147/CIA.S141251,2," Marsh, Anthony P."
10.21053/ceo.2018.01592,2," Jeon, Han Jae"
10.20965/jdr.2017.p0882,2," Pal, Mahendra Kumar"
10.18559/ebr.2018.3.4,2," Awdziej, Marcin"
10.18494/SAM.2018.1912,2," Ogoshi, Yasuhiro"
10.18421/TEM54-04,2," Nedelkovski, Igor"
10.18383/j.tom.2018.00053,2," Khurana, Aman"
10.18280/isi.240310,2, Guangtian Zou
10.18261/issn.1892-2686-2020-01-02,2," Sandsdalen, Tuva"
10.17973/MMSJ.2018_11_2017100,2," Tuma, Zdenek"
10.17759/exppsy.2015080205,2," Menshikova, GY"
10.17398/1695-288X.17.1.61,2," Egea Vivancos, Alejandro"
10.17083/ijsg.v4i3.178,2," Bottino, Rosa"
10.16910/jemr.9.6.4,2," Son, Ho-Jun"
10.16910/jemr.12.8.1,2," Ho-Jun, Son"
10.16910/jemr.10.5.2,2," Weier, Martin"
10.1587/transinf.2015EDP7165,2," Liu, YJ"
10.1585/pfr.11.2406060,2," Nakamura, Hiroaki"
10.15675/gepros.v12i1.1605,2," Hernando Barbosa, Luis"
10.1518/hfes.46.1.142.30384,2," Parker, DE"
10.1518/001872099779611067,2," Chung, GKM"
10.1518/001872097778827070,2," Schor, C"
10.1518/001872007779598028,2," Schulte, FP"
10.1515/sjpain-2018-0123,2," Dahlquist, Lynnda M."
10.1504/IJTM.2001.002917,2," Ragusa, JM"
10.1504/IJCAT.2015.069331,2," Vosniakos, G-C."
10.14742/ajet.3840,2," Stromberga, Zane"
10.14716/ijtech.v10i7.3259,2," Koomhin, Phanit"
10.14400/JDC.2017.15.5.443,2, ???
10.14400/JDC.2017.15.5.353,2, ???
10.14400/JDC.2017.15.11.463,2, ???
10.14257/ijgdc.2018.11.6.09,2," Wang, Dong-Yue"
10.14257/ijgdc.2018.11.2.09,2," Nam, SangHun"
10.1371/journal.pone.0231152,2," Fink, GR"
10.1371/journal.pone.0230042,2," Shishido, H"
10.1371/journal.pone.0225972,2," MacPhail, AJC"
10.1371/journal.pone.0223631,2," Anggraini, E"
10.1371/journal.pone.0214603,2," Lund, Kasper Duemose"
10.1371/journal.pone.0200724,2," Terlutter, Ralf"
10.1371/journal.pone.0195886,2," Riecke, Bernhard E."
10.1371/journal.pone.0194137,2," Moon, Jae"
10.1371/journal.pone.0189275,2," Mayo, Johnathan"
10.1371/journal.pone.0187777,2," Lopez del Hoyo, Yolanda"
10.1371/journal.pone.0187220,2," Diniz-Filho, Alberto"
10.1371/journal.pone.0173972,2," Gall, Markus"
10.1371/journal.pone.0167523,2," Moore, Todd"
10.1371/journal.pone.0148060,2," Kilteni, Konstantina"
10.1371/journal.pone.0040867,2," Normand, JM"
10.1371/journal.pone.0030021,2," Robles-Garcia, V"
10.1371/journal.pone.0025759,2," Mohler, BJ"
10.1371/journal.pone.0016128,2," Giannopoulos, E"
10.1364/OE.382804,2," Liu, Juan"
10.1364/OE.27.024877,2," Kim, Andrea S."
10.1364/OE.27.001164,2," Wu, Dui-Yi"
10.1364/OE.26.034142,2," Lee, Seung Jae"
10.1364/OE.26.004863,2," Lee, Yun-Han"
10.1364/OE.26.001161,2," Urey, Hakan"
10.1364/JOSAA.35.00B130,2," Isabel Suero, Maria"
10.1364/BOE.9.002825,2," Keller, Brenton"
10.1364/AO.58.000A74,2," Sui, Xiaomeng"
10.1364/AO.55.006969,2," Liu, Weiqi"
10.1364/AO.54.003422,2," Kautz, J"
10.1360/02tb9297,2," Wang, ZQ"
10.12659/MSM.915284,2," Hong, Soungkyun"
10.1250/ast.40.265,2," Ishikawa, Atsuya"
10.1249/MSS.0000000000002016,2," Ahn, Sun Joo"
10.1212/WNL.0000000000004585,2," Palluel, Estelle"
10.1200/JGO.18.00263,2," Parham, Groesbeck P."
10.11999/JEIT170995,2, Zhang Han
10.1188/07.ONF.39-46,2," Hood, LE"
10.1186/s40691-018-0166-9,2," Hur, Hee Jin"
10.1186/s13673-019-0169-6,2," Cho, Seoungjae"
10.1186/s13673-018-0154-5,2," Liang, Hai-Ning"
10.1186/s12984-020-00678-2,2," Liew, Sook-Lei"
10.1186/s12984-019-0601-1,2," Potisk, Karmen Peterlin"
10.1186/s12984-017-0225-2,2," Darakjian, Nora"
10.1186/s12984-016-0174-1,2," Latorre, Jorge"
10.1186/s12938-019-0731-5,2," Zhai, Guangtao"
10.1186/s12886-020-01471-4,2," Kim, J"
10.1186/s12886-017-0501-8,2," Holm, Anders"
10.1186/s12859-019-2666-z,2," Paciorkowski, Alex R."
10.1186/1743-0003-8-36,2," Levin, MF"
10.1186/1743-0003-4-35,2," Yoshizawa, M"
10.1186/1743-0003-10-80,2," Lamontagne, A"
10.1186/1471-2105-15-56,2," Leung, KS"
10.1177/2055668320913770,2," Cao, S"
10.1177/2049463717698349,2," Carlow, Klancy"
10.1177/2041669517708205,2," Li, Li"
10.1177/1937586720924787,2," Browning, MHEM"
10.1177/1729881417751545,2," Novak, Petr"
10.1177/1553350618822860,2," Cassin, Simone"
10.1177/1553350618761756,2," Paschold, Markus"
10.1177/1550147719894533,2," Yang, Sung-Hyun"
10.1177/1471301219868036,2," Stewart, Inga"
10.1177/1063293X04042469,2," Amati, G"
10.1177/1046878118820905,2," Prates, Joana"
10.1177/0735633119854030,2," Gokoglu, Seyfullah"
10.1177/0735633119854025,2," Zhao, Jiayan"
10.1177/0361198118758311,2," Knodler, Michael"
10.1177/0278364919842925,2," Whitney, David"
10.1177/0269215518788598,2," Micarelli, Alessandro"
10.1177/0269215511419383,2," Kim, Y"
10.1177/0031512519857869,2," Sugimori, Eriko"
10.1177/0018720819867501,2," Choi, Gyoojae"
10.1177/0018720819836343,2," Dietrich, Andre"
10.1177/0018720819835088,2," Wright, W. Geoffrey"
10.1167/tvst.8.1.23,2," Swenor, Bonnielin K."
10.1167/tvst.7.4.2,2," de Carvalho, J. Emanuel Ramos"
10.1167/18.9.1,2," Love, Gordon D."
10.1167/17.9.11,2," Pickup, Lyndsey C."
10.1167/10.13.11,2," Riecke, BE"
10.1163/22134808-20201445,2," Starrett, Michael"
10.11621/pir.2017.0310,2," Kovalev, Artem I."
10.1162/pres.1997.6.1.118,2," McNeely, WA"
10.1162/pres.18.3.232,2," Perez, D"
10.1162/pres.17.6.575,2," Tsai, PY"
10.1162/pres.16.4.399,2," Chou, YH"
10.1162/pres.16.1.111,2," Scherer, R"
10.1162/pres.15.5.588,2," Yagi, Y"
10.1162/PRES_a_00318,2," Andre, Elisabeth"
10.1162/PRES_a_00111,2," Brinkman, WP"
10.1162/PRES_a_00089,2," Spanlang, B"
10.1162/PRES_a_00048,2," Chellali, R"
10.1162/pres_a_00016,2," Sowndararajan, A"
10.1162/PRES_a_00005,2," Weil, P"
10.1162/netn_a_00044,2," Zhan, Liang"
10.1162/leon_a_01641,2," Wakefield, Graham"
10.1162/COMJ_a_00372,2," Erkut, Cumhur"
10.1162/105474699566152,2," Nichols, S"
10.1162/105474698565811,2," Tachi, S"
10.1162/1054746053967012,2," Kizony, R"
10.1162/1054746011470271,2," Mourant, RR"
10.1162/1054746011470226,2," Buckwalter, JG"
10.1155/2019/9680697,2," Park, Seonghun"
10.1155/2018/4798359,2," Irimia, Danut Constantin"
10.1155/2018/2585797,2," Sohn, Bong-Soo"
10.1155/2014/206082,2," Francis, BA"
10.1145/3362101,2," Vega, Maria Torres"
10.1145/3355089.3356557,2," Sochenov, Anton"
10.1145/3355089.3356552,2," Koulieris, George Alex"
10.1145/3355089.3356530,2," Seidel, Hans-Peter"
10.1145/3355089.3356517,2," Peng, Yifan"
10.1145/3355089.3356490,2," Sun, Qi"
10.1145/3335053,2," Homayouni, Maryam"
10.1145/3329119,2," Lo, Wen-Chih"
10.1145/3313902,2," Klesel, Brenna C."
10.1145/3265755,2," Teodorescu, Mircea"
10.1145/3238303,2," Albuquerque, Georgia"
10.1145/3238301,2," Roth, Thorsten"
10.1145/3232678,2," Gupta, Avinash"
10.1145/3230648,2," Sekar, Viswa Subramanian"
10.1145/3229316.3229320,2," Zhang, Mi"
10.1145/3209661,2," Lai, Chengyuan"
10.1145/3205864,2," Lu, Yao"
10.1145/3197517.3201335,2," Steinicke, Frank"
10.1145/3182644,2," Zollhofer, Michael"
10.1145/3106155,2," Cherep, Lucia A."
10.1145/3072959.3073645,2," Cohen, Michael F."
10.1145/3072959.3073624,2," Georgiou, Andreas"
10.1145/2983530,2," Williamson, John H."
10.1145/2980179.2980252,2," Lim, Joseph J."
10.1145/2980179.2980246,2," Salvi, Marco"
10.1145/2971320,2," Bruzelius, Fredrik"
10.1145/2897824.2925883,2," Wei, Li-Yi"
10.1145/2766939,2," Trutoiu, L"
10.1145/2720020,2," Rieser, J"
10.1145/2699254,2," Linkenauger, SA"
10.1145/2508363.2508366,2," Luebke, D"
10.1145/2134203.2134206,2," Slater, M"
10.1145/1823738.1823744,2," Nguyen, TD"
10.1145/159544.159587,2," MACINTYRE, B"
10.1145/159161.173948,2," GREEN, M"
10.1145/1498700.1498702,2," Colton, M.B."
10.1145/1278387.1278392,2," Ashmead, DH"
10.1145/1265957.1265961,2," Narasimham, G"
10.1145/1227134.1227139,2," Reed, C"
10.1143/JJAP.35.3121,2," Ban, Y"
10.1142/S1793962318400020,2," Sakamoto, Naohisa"
10.1142/S1793351X19400166,2," Espeland, Havard N."
10.1123/jsr.17.1.38,2," Kohli, L"
10.1119/1.5080224,2," Ryder, Andrew"
10.1117/1.JEI.28.1.013019,2," Kammoun, Fahmi"
10.1117/1.2189211,2," Ballaz, C"
10.1115/1.4043068,2," Carulli, Marina"
10.1115/1.4041428,2," Jaradat, Raed"
10.1115/1.4033230,2," Covarrubias, Mario"
10.1115/1.4027114,2," Singhal, S"
10.1111/tra.12538,2," Rae, James"
10.1111/sms.13453,2," Karageorghis, Costas I."
10.1111/rssa.12381,2," Genton, Marc G."
10.1111/psyp.13090,2," Starrett, Michael J."
10.1111/jspn.12201,2," Czub, Marcin"
10.1111/j.1553-2712.2008.00191.x,2," Sherstyuk, A"
10.1111/ejn.14499,2," Dowsett, Ross"
10.1111/ejn.13545,2," Gioia, Annamaria"
10.1111/desc.12557,2," McKenna, Aisling"
10.1111/cgf.13780,2," Seidel, H. P."
10.1111/cgf.13757,2," Hunt, W."
10.1111/cgf.13654,2," Aksit, K."
10.1111/cgf.13026,2," Roth, Thorsten"
10.1111/cgf.12956,2," Grogorick, Steve"
10.1109/TVCG.2020.2973498,2," Sockol, Laura E."
10.1109/TVCG.2020.2973473,2," Li, Sheng"
10.1109/TVCG.2020.2973442,2," Du, Ruofei"
10.1109/TVCG.2020.2973441,2," Kan, Peter"
10.1109/TVCG.2020.2973075,2," Steed, Anthony"
10.1109/TVCG.2020.2973053,2," Boudaoud, Ben"
10.1109/TVCG.2019.2934395,2," Weiler, N."
10.1109/TVCG.2019.2932239,2," Otte, Alexander"
10.1109/TVCG.2019.2932215,2," Rietzler, Michael"
10.1109/TVCG.2019.2932173,2," Piumsomboon, Thammathip"
10.1109/TVCG.2019.2898782,2," Wu, Jian"
10.1109/TVCG.2019.2898763,2," Gutenko, Ievgeniia"
10.1109/TVCG.2019.2898736,2," Liang, Hai-Ning"
10.1109/TVCG.2018.2868527,2," Price, True"
10.1109/TVCG.2018.2794639,2," Bertrand, Jeffrey W."
10.1109/TVCG.2018.2794629,2," Gall, Dominik"
10.1109/TVCG.2018.2794119,2," Sjoberg, Rickard"
10.1109/TVCG.2018.2794071,2," Xu, Feng"
10.1109/TVCG.2018.2793698,2," Winston, Lauren"
10.1109/TVCG.2018.2793038,2," Matsumoto, Keigo"
10.1109/TVCG.2017.2778249,2," Popescu, Voicu"
10.1109/TVCG.2017.2754257,2," Itoh, Yuta"
10.1109/TVCG.2017.2735098,2," Ssin, Seung Youb"
10.1109/TVCG.2017.2658570,2," Yamamoto, Goshiro"
10.1109/TVCG.2017.2657238,2," Brayda, Luca"
10.1109/TVCG.2017.2657139,2," Cho, SungIk"
10.1109/TVCG.2017.2656979,2," Miller, Gavin S. P."
10.1109/TVCG.2017.2656958,2," Liang, Wei"
10.1109/TVCG.2017.2653117,2," Chittaro, Luca"
10.1109/TVCG.2016.2601607,2," Scerbo, Siroberto"
10.1109/TVCG.2016.2586071,2," Guy, Emilie"
10.1109/TVCG.2016.2527649,2," Urban, Fabrice"
10.1109/TVCG.2016.2520921,2," Muelder, Chris"
10.1109/TVCG.2016.2518298,2," Weyers, Benjamin"
10.1109/TVCG.2016.2518137,2," Bruder, Gerd"
10.1109/TVCG.2016.2518135,2," Friston, Sebastian"
10.1109/TVCG.2016.2518098,2," Sadagic, Amela"
10.1109/TVCG.2016.2518079,2," Steed, Anthony"
10.1109/TVCG.2015.2391860,2," Noh, ST"
10.1109/TVCG.2015.2391858,2," Rungta, A"
10.1109/TVCG.2015.2391853,2," Buttussi, F"
10.1109/TVCG.2014.18,2," Plumert, JM"
10.1109/TVCG.2013.43,2," Bowman, DA"
10.1109/TVCG.2012.45,2," Bolte, B"
10.1109/TVCG.2011.41,2," Bruder, G"
10.1109/TVCG.2011.278,2," Papadopoulos, C"
10.1109/TVCG.2010.248,2," Bruder, G"
10.1109/TVCG.2007.37,2," Rademacher, H"
10.1109/TVCG.2006.55,2," Wooldridge, D"
10.1109/TRO.2009.2028765,2," Muscato, G"
10.1109/TPC.2018.2804238,2," Duin, Ann Hill"
10.1109/TOH.2020.2965937,2," Kitazaki, Michiteru"
10.1109/TOH.2017.2741488,2," Hulin, Thomas"
10.1109/TNSRE.2019.2931778,2," Feng, Junyan"
10.1109/TNSRE.2016.2626391,2," Abu-Alqumsan, Mohammad"
10.1109/TNSRE.2012.2237040,2," Agah, MR"
10.1109/TNSRE.2008.922676,2," MacAskill, MR"
10.1109/TMM.2019.2933338,2," Wang, YM"
10.1109/TMM.2019.2931807,2," Yen, SC"
10.1109/TMM.2018.2829187,2," Hioka, Yusuke"
10.1109/TMI.2019.2926501,2," Pan, Junjun"
10.1109/TLT.2019.2926727,2," Dafoulas, Georgios A."
10.1109/TIE.2014.2334675,2," De Paolis, Lucio T."
10.1109/THMS.2017.2782490,2," Peppoloni, Lorenzo"
10.1109/THMS.2016.2611824,2," Jeon, Ikbeom"
10.1109/TDSC.2018.2800048,2," Wen, Hongkai"
10.1109/TCSVT.2019.2953827,2," Boyce, Jill M."
10.1109/TCE.2018.2879065,2," Willis, Rhys"
10.1109/TCDS.2018.2828865,2," Halawani, Alaa"
10.1109/TBME.2009.2028013,2," Megali, G"
10.1109/TBME.2005.848378,2," Aguilar, Mario"
10.1109/TBC.2018.2811627,2," Wang, Yingbin"
10.1109/TASE.2019.2945607,2," Jiao, Wenhua"
10.1109/MM.2014.94,2," Kim, Donghyun"
10.1109/MCSE.2020.2972822,2," Brown, Ross A."
10.1109/MCG.2019.2936753,2," Chen, Yang-Sheng"
10.1109/MCG.2019.2915717,2," Wang, Zian"
10.1109/MCG.2018.2884272,2," Mayor, Jesus"
10.1109/MCG.2018.2875609,2," Ofek, Eyal"
10.1109/MCG.2018.111125628,2," Peck, Tabitha"
10.1109/MCG.2017.2801407,2," Navarro, Xavi"
10.1109/MCG.2015.98,2," Rhee, Taehyun"
10.1109/MCG.2015.102,2," Lau, Rynson W.H."
10.1109/MCG.2014.82,2," Ritsos, Panagiotis D."
10.1109/MCG.2014.117,2," Smith, Ross T."
10.1109/MCG.2014.103,2," Bailey, Mike"
10.1109/MCG.2012.110,2," Steptoe, William"
10.1109/MCE.2019.2953741,2," Cheung, Sen-ching S."
10.1109/MCE.2019.2923934,2," Nishimura, Hidekazu"
10.1109/MAES.2011.5763338,2," Kubali, E"
10.1109/LRA.2019.2921928,2," Jiao, Wenhua"
10.1109/LRA.2018.2888628,2," Claure, Houston"
10.1109/LRA.2018.2864359,2," Karimi, Mojtaba"
10.1109/JTEHM.2016.2623787,2," France, Christopher R."
10.1109/JSYST.2015.2410533,2," Pan, Tien-Szu"
10.1109/JSEN.2019.2921644,2," Laurijssen, Dennis"
10.1109/JSEN.2017.2762704,2," Raffle, Hayes"
10.1109/JPROC.2019.2894817,2," Sitaraman, Ramesh"
10.1109/JIOT.2019.2946593,2," Yu, Zhiwen"
10.1109/JETCAS.2019.2898750,2," Xiong, Ruiqin"
10.1109/JDT.2016.2617889,2," Kang, Suk-Ju"
10.1109/JDT.2009.2029123,2," Jarvenpaa, T"
10.1109/JBHI.2019.2892485,2," Nahm, Francis Sahngun"
10.1109/ACCESS.2020.2988678,2," Li, Hong"
10.1109/ACCESS.2020.2983608,2," Choi, Seong-Jun"
10.1109/ACCESS.2020.2977688,2," Ryu, JinHo"
10.1109/ACCESS.2020.2972122,2," Masfrand, Stephane"
10.1109/ACCESS.2020.2970921,2," Monteiro, Pedro"
10.1109/ACCESS.2019.2940073,2," Michalski, Stefan Carlo"
10.1109/ACCESS.2019.2934990,2," Zhou, Keping"
10.1109/ACCESS.2019.2921880,2," Wang, Xu"
10.1109/ACCESS.2019.2910737,2," Kacic, Zdravko"
10.1109/ACCESS.2019.2905143,2," Yeh, Shih-Ching"
10.1109/ACCESS.2019.2897018,2," Miche, Yoan"
10.1109/ACCESS.2018.2878237,2," Lee, W. H."
10.1109/ACCESS.2018.2864872,2," Yang, Fuzheng"
10.1109/5.662873,2," Jones, SB"
10.1109/38.963462,2," Yamamoto, Hiroyuki"
10.1108/LHT-08-2019-0166,2," Groenendyk, Michael"
10.1108/JET-12-2018-0057,2," Charles, Darryl"
10.1108/JCHMSD-09-2017-0067,2," Tschirschwitz, Felix"
10.1108/JBIM-12-2018-0407,2," Nordin, Fredrik"
10.1098/rsos.150567,2," Coxon, Matthew"
10.1097/SLA.0000000000002448,2," Queisner, Moritz"
10.1097/PHM.0000000000001190,2," Nilsen, Dawn M."
10.1097/OPX.0b013e3181adff42,2," Ames, SL"
10.1097/NNE.0000000000000570,2," Breitkreuz, Karen"
10.1097/MRR.0000000000000244,2," Viziano, Andrea"
10.1097/BRS.0b013e31819b3254,2," Weiss, PL"
10.1097/AUD.0000000000000736,2," Pinto, Robin"
10.1097/01.OPX.0000156307.95086.6,2," Wolffsohn, JS"
10.1097/01.NEP.0000000000000258,2," Smith, Sherrill J."
10.1097/00006324-199909000-00021,2," Jiang, BC"
10.1093/pm/pny269,2," Inomata, Kazunori"
10.1093/jpepsy/jsp082,2," Weiss, KE"
10.1093/jpepsy/jsn023,2," Weiss, KE"
10.1093/iwc/iwz033,2," Morrison, Ben"
10.1093/iwc/iwz018,2," Luis Higuera-Trujillo, Juan"
10.1093/comjnl/bxx117,2," Zhang, Kang"
10.1089/g4h.2019.0102,2," Liang, Hai-Ning"
10.1089/g4h.2017.0190,2," Carbonara, Corey P."
10.1089/g4h.2017.0114,2," Latorre, Jorge"
10.1089/end.2018.0626,2," O'Leary, Mitchell"
10.1089/cyber.2020.29183.gri,2," Wiederhold, Brenda K."
10.1089/cyber.2019.0206,2," Bradley, Ryan"
10.1089/cyber.2018.0027,2," Crisci, Megan"
10.1089/cyber.2017.0714,2," Lara, Dejanira Mosso"
10.1089/cyber.2017.0499,2," Mori, Takayuki"
10.1089/cyber.2017.0174,2," Ketelaars, Loes E. H."
10.1089/cyber.2015.0130,2," Morais, Diogo"
10.1089/cyber.2014.0058,2," Meyer, WJ"
10.1089/cyber.2014.0046,2," Cho, Sungkun"
10.1089/cyber.2009.0263,2," Herbert, Linda J."
10.1089/cpb.2009.0118,2," Turcotte, V"
10.1089/cpb.2008.0003,2," Kim, CH"
10.1089/cpb.2007.9996,2," Wieser, MJ"
10.1089/cpb.2007.0116,2, Jeonghun Ku
10.1089/cpb.2006.9.591,2," Schultheis, Maria T."
10.1089/cpb.2006.9.388,2," Lundin-Olsson, L"
10.1089/cpb.2006.9.207,2, Seok Hyeon Kim
10.1089/cpb.2006.9.137,2," Lennon, S."
10.1089/cpb.2004.7.734,2," Botella, C."
10.1089/cpb.2004.7.519,2," Kim, S"
10.1089/1094931042403109,2," Strouboulis, Vassilis"
10.1089/1094931042403055,2," Kim, Saebyul"
10.1089/109493103322011605,2," Ellis, Mathew"
10.1089/109493103322011542,2," Neff, Chris"
10.1089/109493102753770516,2," Ku, Jeonghun"
10.1089/109493102753685890,2," Ng, Jacobus K.F."
10.1089/109493101300117938,2," Chalmers, Alan"
10.1089/109493101300117910,2," Wright, P"
10.1089/10949310050078940,2," Buckwalter, J.G."
10.1089/10949310050078805,2," Mueller-Spahn, Franz"
10.1089/10949310050078788,2," Mehlitz, M."
10.1088/1748-3190/12/1/014001,2," Peshkin, Michael"
10.1088/1741-2560/13/5/056006,2," Butler, John S."
10.1088/1741-2560/13/2/026022,2," Boon, Mei-Ying"
10.1088/1741-2560/12/3/036001,2," Boon, MY"
10.1088/1741-2552/aaed17,2," D'Zmura, Michael"
10.1088/1741-2552/aadd55,2," Barrett, John Martin"
10.1080/21681163.2017.1343687,2," Naghdy, Fazel"
10.1080/19439962.2015.1046621,2," Ronchi, Enrico"
10.1080/17571472.2018.1483000,2," Ip, Horace Ho Shing"
10.1080/17503280.2018.1503859,2," Ross, Miriam"
10.1080/17483107.2020.1765419,2," Kelly, J"
10.1080/17483107.2019.1688398,2," Nelson, Bradley"
10.1080/17483107.2016.1176259,2," Gupta, Swati"
10.1080/17453054.2019.1671813,2," Schnell, Philipp"
10.1080/16864360.2016.1273584,2," Rizzi, Caterina"
10.1080/16864360.2006.10738485,2, Dong-Hyung Lee
10.1080/16864360.2006.10738444,2," Thalmann, Daniel"
10.1080/15980316.2019.1606859,2," Ulusoy, Erdem"
10.1080/15980316.2019.1572662,2," Lee, Jun Yeob"
10.1080/15980316.2019.1567612,2," Suk, Hyeon-Jeong"
10.1080/15420353.2018.1498427,2," Bagher, Mahda M."
10.1080/14616688.2020.1713881,2," Muldoon, Meghan"
10.1080/14606925.2017.1352966,2," Paepcke-Hjeltness, Verena"
10.1080/13682199.2017.1355090,2," Choi, Hyunmin"
10.1080/13527266.2019.1671480,2," Wang, Yanyun(Mia)"
10.1080/13506280544000273,2," Caria, A"
10.1080/10749357.2017.1351069,2," Muroi, Daisuke"
10.1080/10548408.2019.1618781,2," Ibanez-Sanchez, Sergio"
10.1080/10494820.2019.1703008,2," Al Osman, Hussein"
10.1080/10447318.2020.1726108,2," Li, Ruixuan"
10.1080/10447318.2018.1541546,2," Sioni, Riccardo"
10.1080/10447318.2018.1519164,2," Loup-Escande, Emilie"
10.1080/10447318.2018.1484054,2," Choi, Yeongcheol"
10.1080/10447318.2018.1429061,2," Malandrino, Delfina"
10.1080/10447318.2017.1412144,2," Piskorz, Joanna"
10.1080/10447318.2017.1411665,2," Ferlay, Fabien"
10.1080/10447318.2015.1039909,2," Grabowski, Andrzej"
10.1080/10447318.2014.927283,2," Aedo, Ignacio"
10.1080/10447318.2011.552059,2," Calatrava, J"
10.1080/09588221.2020.1752735,2," Chen, Howard Hao-Jan"
10.1080/088395197118154,2," Sparacino, Flavia"
10.1080/08824096.2018.1525349,2," Lin, Jih-Hsuan Tammy"
10.1080/07421222.2019.1628889,2," Pfeiffer, J"
10.1080/07408170304345,2," Subramanium, Hari"
10.1080/07370024.2016.1243478,2," Maiello, Guido"
10.1080/01691864.2016.1264885,2," Unenaka, Satoshi"
10.1080/0144929X.2019.1641228,2," Cobb, Sue"
10.1080/0144929X.2016.1264483,2," Ustunel, Hakan"
10.1080/01449290903160459,2," Kim, GerardJounghyun"
10.1080/01431161.2011.629233,2," Jarvis, C"
10.1080/00222895.2015.1015674,2," Inui, N"
10.1080/00207540601064773,2," Yuan, M. L."
10.1080/001401398187035,2," Plooy, A"
10.1080/00140139608964557,2," Ohmi, M"
10.1080/00140139608964552,2," Miyazaki, K"
10.1080/00140139.2019.1582805,2," Kanda, Hiroyuki"
10.1073/pnas.1306779110,2," Groten, R"
10.1068/p7929,2," Creem-Regehr, SH"
10.1055/s-2003-37831,2," Sauer, F"
10.1049/iet-ipr.2018.5920,2," Marsh, Ronald"
10.1049/iet-ipr.2017.0826,2, Fuzheng Yang
10.1038/srep45469,2," Sugiyama, T."
10.1038/srep37016,2," Poth, Christian H."
10.1038/s41598-017-18289-8,2," Reichert, James F."
10.1038/s41598-017-16316-2,2," Roseboom, Warrick"
10.1038/s41598-017-13153-1,2," Jeitziner, Marie-Madlen"
10.1038/s41586-019-1687-0,2," Xie, Zhaoqian"
10.1038/lsa.2017.81,2," Jin, Guo-Fan"
